"","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.1,"Spatial","1","1",200,625,0,199,0,14,6.25,0,8.61700710078648e-15,4.45421063280502e-16,-1,0.7979776,22,0.158499462740728,0.580256217030897,0.103170322664242,9.69270982368064,0.937827671922743,0.0389447236180905,16.335,0,8.16745342875996,371.931898555918,0,11.55,9.41918815650469,49,2310,0.507696210871396
"2",0.1,"Spatial","1","1",200,570,0,195,1,12,5.7,0,1.77347066635408e-14,2.34184058101916e-16,-1,0.835658664204371,34,0.343903161306762,0.639793124429571,0.116562378717512,8.57909739834233,0.953706099372908,0.0316582914572864,23.895,1,11.4268428005284,357.811607247972,0,10.515,8.95436644280095,35,2103,0.468402879737542
"3",0.1,"Spatial","1","1",200,618,1,200,1,13,6.18,1,0.00893082885880692,0.00154487547525809,0.000503449229847046,0.817840722237932,26,0.40220545893539,0.625030856578623,0.097702880467972,10.2351127746721,0.936992451958074,0.0342713567839196,20.025,13,10.4526633165829,366.087596543889,0,12.66,12.1665328920389,53,2532,0.633526831890078
"4",0.1,"Spatial","1","1",200,494,0,199,0,9,4.94,0,1.97631532492342e-15,-4.04834314942509e-16,-1,0.801316199249291,21,0.256743056890811,0.580730312362516,0.137614004130678,7.26670229761211,0.959095951389268,0.0204020100502513,16,0,9.01593827724481,346.907493499002,0,6.6,5.38563135812582,25,1320,0.456765439616118
"5",0.1,"Spatial","1","1",200,522,0,199,0,11,5.22,0,1.06831964431839e-14,2.27759060378223e-16,-1,0.80226912405866,27,0.241151007152276,0.585039077037588,0.118251334296118,8.45656419821751,0.944009884289858,0.0290452261306533,21.43,0,10.6542307497081,350.726101034773,0,7.86,6.9752181572843,35,1572,0.571857289083663
"6",0.1,"Spatial","1","1",200,558,0,198,1,12,5.58,0,4.96478047072469e-15,1.49890304278838e-15,-1,0.836737708919464,35,0.401987859198536,0.615925807483211,0.118244500196459,8.45705295670019,0.922094032566699,0.0322613065326633,25.735,1,13.0184064807219,355.984036550088,0,9.63,8.13041315619645,32,1926,0.491220547847971
"7",0.1,"Spatial","1","1",200,562,1,200,1,14,5.62,1,0.0109343474370246,0.00185907481260817,0.000475970331438825,0.83233336710528,24,0.219325829439774,0.642919708029197,0.10033828172553,9.96628587616684,0.947341286735643,0.0421105527638191,20.4,18,10.6589447236181,353.126041086528,0,11.01,12.9409132668798,55,2202,0.67104489260286
"8",0.1,"Spatial","1","1",200,552,1,200,1,13,5.52,1,0.00494045858670858,0.000955670359058111,0.000439560377642974,0.825881839424491,31,0.449053551601467,0.597374179431072,0.10547573437783,9.48085363803058,0.943667442645035,0.0375879396984925,23.845,16,11.9088442211055,354.552329875309,0,9.555,9.86323435591992,44,1911,0.579668154868157
"9",0.1,"Spatial","1","1",200,527,1,200,1,11,5.27,1,0.00309659195943014,0.000565018758973885,0.000380735263170294,0.848535802886987,40,0.468070008435151,0.616091109478325,0.116187465876848,8.60678036527575,0.95194165038037,0.0287939698492462,29.825,20,13.7302512562814,351.028286377227,0,8.385,7.72171609795954,35,1677,0.501384767400247
"10",0.1,"Spatial","1","1",200,513,0,198,1,10,5.13,0,-6.1216513807288e-16,7.66895119527268e-16,-1,0.829565792323564,23,0.411438356869028,0.605313823642665,0.125869291008149,7.94474960485204,0.95309055129042,0.0244723618090452,17.74,1,10.0480414273995,347.798393399802,0,7.86,7.05758083454812,30,1572,0.573563450665758
"11",0.1,"Spatial","1","1",200,525,1,200,1,10,5.25,1,0.00398508537289297,0.0007616918361871,0.000381878991580429,0.843287074829932,36,0.472495976980286,0.631872213967311,0.125204148117247,7.98695582404788,0.957986754046542,0.0238693467336683,27.645,18,13.685175879397,348.66044045732,0,8.505,7.13403442914182,31,1701,0.448509454612675
"12",0.1,"Spatial","1","1",200,533,1,200,1,13,5.33,1,0.00580834542624624,0.00115538904362519,0.000467009606584601,0.802081389986941,33,0.424738215814046,0.594319775596073,0.123097425014281,8.12364677720907,0.936578986242968,0.0385427135678392,24.09,17,11.399648241206,351.80977322425,0,8.475,7.39817816769811,34,1695,0.525634235915843
"13",0.1,"Spatial","1","1",200,571,0,199,0,13,5.71,0,1.09630584978529e-15,2.22044604925031e-16,-1,0.778684275903951,25,0.331909534985215,0.573875181422351,0.104577320322032,9.56230277196465,0.909611581664915,0.0366331658291457,19.875,0,10.0730927364093,359.34832235313,0,9.885,9.87773370341486,44,1977,0.62798558994622
"14",0.1,"Spatial","1","1",200,610,0,149,1,15,6.1,0,6.01283488446394e-15,6.17450881943403e-16,-1,0.828990862671325,20,0.146506692755613,0.64396685655101,0.0914241167186504,10.9380329380421,0.922361858745524,0.0447236180904523,12.385,4,6.96245617035833,364.841921056627,0,12.435,12.0882756022179,61,2487,0.693942241503814
